id,iteracion,optimizador,clasificador,accuracy,precision,recall,best_epoch,best_fitness,total_time,features
,19,OriginalJA,svm,0.948993917,0.854094062,0.825650853,26,0.86262419,573.9454796,"Index(['minX', 'minZ', 'meanY2', 'maxZ2', 'minX2', 'minZ2', 'corXZ2'], dtype='object')"
,20,OriginalJA,knn,0.948058025,0.861086069,0.841249897,50,0.863629917,302.5788567,"Index(['sdX', 'maxY', 'meanMagnitude', 'sdX2', 'maxZ2'], dtype='object')"
,20,OriginalJA,svm,0.951801591,0.860444887,0.828804061,47,0.865786691,625.3177321,"Index(['meanZ', 'maxZ', 'sdMagnitude', 'meanZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,21,OriginalJA,knn,0.921385119,0.765323013,0.746385881,50,0.868460124,275.2324097,"Index(['meanZ2', 'sdX2'], dtype='object')"
,21,OriginalJA,svm,0.955545157,0.875653635,0.847548061,50,0.866803603,555.6303842,"Index(['meanY', 'meanZ', 'sdMagnitude', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,22,OriginalJA,knn,0.948993917,0.871810342,0.842094372,38,0.866318254,291.96702,"Index(['minX', 'meanMagnitude', 'maxX2', 'meanMagnitude2'], dtype='object')"
,22,OriginalJA,svm,0.94759008,0.843664884,0.816056992,50,0.870226269,600.9029574,"Index(['maxZ', 'minX2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,23,OriginalJA,knn,0.949461862,0.870991375,0.841895509,44,0.862545581,304.4194405,"Index(['sdX', 'minZ', 'meanZ2', 'maxX2', 'minX2', 'meanMagnitude2'], dtype='object')"
,23,OriginalJA,svm,0.951333645,0.860337216,0.821839586,50,0.872096322,573.5890446,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,24,OriginalJA,knn,0.938231165,0.815642649,0.795350227,41,0.865360268,300.7292204,"Index(['auc', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,24,OriginalJA,svm,0.9508657,0.856064691,0.811001541,42,0.858679297,620.0747693,"Index(['meanZ', 'sdZ', 'maxZ', 'sdMagnitude', 'sdZ2', 'minX2', 'corXY2',
       'meanMagnitude2'],
      dtype='object')"
,25,OriginalJA,knn,0.948058025,0.859824992,0.842745516,13,0.859964257,313.7061644,"Index(['meanMagnitude', 'maxX2', 'maxY2', 'maxZ2', 'corXZ2', 'sdMagnitude2',
       'auc2'],
      dtype='object')"
,25,OriginalJA,svm,0.948525971,0.870428335,0.826460418,46,0.865906907,608.665061,"Index(['maxZ', 'sdMagnitude', 'meanY2', 'sdY2', 'corXZ2', 'auc2'], dtype='object')"
,26,OriginalJA,knn,0.9508657,0.868048266,0.841158301,45,0.868154804,297.0994604,"Index(['maxY', 'auc', 'sdX2', 'minX2'], dtype='object')"
,26,OriginalJA,svm,0.955545157,0.880425385,0.840500254,50,0.865235642,578.8544705,"Index(['sdZ', 'minZ', 'corYZ', 'meanZ2', 'sdY2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,27,OriginalJA,knn,0.935891437,0.821450346,0.806058407,50,0.865492531,292.165307,"Index(['meanY2', 'maxX2', 'minX2'], dtype='object')"
,27,OriginalJA,svm,0.953673374,0.870748346,0.843220203,40,0.864046092,554.1642597,"Index(['meanZ', 'sdX2', 'maxZ2', 'minZ2', 'corXZ2', 'sdMagnitude2', 'auc2'], dtype='object')"
,28,OriginalJA,knn,0.948058025,0.862692372,0.841323978,35,0.86128671,303.4011397,"Index(['minY', 'sdX2', 'sdZ2', 'minX2'], dtype='object')"
,28,OriginalJA,svm,0.949461862,0.854802022,0.816361159,30,0.864998585,565.9878869,"Index(['meanZ', 'meanX2', 'sdY2', 'sdZ2', 'maxX2', 'corXZ2'], dtype='object')"
,29,OriginalJA,knn,0.951333645,0.889810485,0.846849138,50,0.863668938,300.179348,"Index(['meanX', 'maxZ', 'minX', 'minZ', 'maxX2'], dtype='object')"
,29,OriginalJA,svm,0.951801591,0.864174355,0.836733791,49,0.868973827,585.0992336,"Index(['meanZ', 'sdX2', 'minX2', 'corXZ2', 'auc2'], dtype='object')"
,30,OriginalJA,knn,0.918577445,0.740699052,0.722702598,45,0.871459619,267.8304477,"Index(['minX2', 'corXZ2'], dtype='object')"
,30,OriginalJA,svm,0.945250351,0.846062387,0.791175418,50,0.869443508,647.3220756,"Index(['meanZ', 'minX2', 'corXZ2'], dtype='object')"
,1,OriginalRUN,knn,0.9522695367,0.8718156442,0.8647787533,17,0.8708689332,392.9976172,"Index(['minX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,1,OriginalRUN,svm,0.9480580253,0.8546919121,0.8065144,11,0.8707430265,1280.633177,"Index(['maxX', 'minX2', 'corXZ2'], dtype='object')"
,2,OriginalRUN,knn,0.918577445,0.7406990519,0.7227025976,12,0.8714596192,373.0449524,"Index(['minX2', 'corXZ2'], dtype='object')"
,2,OriginalRUN,svm,0.9499298081,0.8566431233,0.8308397494,15,0.871785927,1077.642063,"Index(['maxZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,3,OriginalRUN,knn,0.9546092653,0.8844929934,0.8747286851,10,0.8719053553,397.6838591,"Index(['meanX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,3,OriginalRUN,svm,0.9321478708,0.791710336,0.765778409,16,0.8712402242,1093.060647,"Index(['sdX2', 'maxY2', 'minX2', 'corXZ2'], dtype='object')"
,4,OriginalRUN,knn,0.9522695367,0.873249964,0.85414786,13,0.8716517186,378.9592638,"Index(['meanX', 'maxX2', 'minX2', 'corXZ2'], dtype='object')"
,4,OriginalRUN,svm,0.9555451568,0.8796810335,0.8531138778,15,0.87014702,979.6132376,"Index(['minX', 'sdY2', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,5,OriginalRUN,knn,0.948525971,0.8543629904,0.8284727733,18,0.8681705456,393.0385804,"Index(['meanX', 'maxZ2', 'corXY2', 'sdMagnitude2', 'auc2'], dtype='object')"
,5,OriginalRUN,svm,0.9513336453,0.8603372157,0.8218395857,15,0.8720963218,1115.077688,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,6,OriginalRUN,knn,0.9522695367,0.8718156442,0.8647787533,30,0.8708689332,378.2974663,"Index(['minX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,6,OriginalRUN,svm,0.9471221338,0.8509846215,0.8114792982,11,0.8696303114,1059.997005,"Index(['meanZ', 'maxX2', 'minX2', 'corXZ2'], dtype='object')"
,7,OriginalRUN,knn,0.939167057,0.8318336451,0.7970464764,49,0.8712191618,376.0904782,"Index(['meanMagnitude', 'meanX2', 'maxX2'], dtype='object')"
,7,OriginalRUN,svm,0.9522695367,0.8620102842,0.8363609076,32,0.8712453234,1139.652606,"Index(['maxZ', 'meanX2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,8,OriginalRUN,knn,0.9466541881,0.853038862,0.8318591741,38,0.8706054428,376.1631832,"Index(['meanMagnitude', 'sdMagnitude', 'sdX2', 'minX2'], dtype='object')"
,8,OriginalRUN,svm,0.9569489939,0.8831166973,0.859809685,17,0.8718016686,986.9249475,"Index(['maxX', 'sdX2', 'sdY2', 'maxZ2', 'corXZ2'], dtype='object')"
,9,OriginalRUN,knn,0.918577445,0.7406990519,0.7227025976,30,0.8714596192,371.8311083,"Index(['minX2', 'corXZ2'], dtype='object')"
,9,OriginalRUN,svm,0.9321478708,0.7867540982,0.7620376624,11,0.8719627043,1173.097287,"Index(['sdX2', 'maxY2', 'maxZ2', 'corXZ2'], dtype='object')"
,10,OriginalRUN,knn,0.9480580253,0.8546768864,0.8295121084,13,0.8729873018,381.7032712,"Index(['minZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,10,OriginalRUN,svm,0.9471221338,0.8480735138,0.8142138627,14,0.8719018079,1035.848549,"Index(['meanZ', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,11,OriginalRUN,knn,0.9546092653,0.8736219615,0.8668552242,40,0.8710289588,388.2799747,"Index(['minX', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,11,OriginalRUN,svm,0.9471221338,0.8480735138,0.8142138627,20,0.8719018079,1043.115511,"Index(['meanZ', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,12,OriginalRUN,knn,0.9326158166,0.7948274395,0.7653540516,38,0.8686504749,372.8644071,"Index(['sdX', 'maxX2', 'sdMagnitude2'], dtype='object')"
,12,OriginalRUN,svm,0.9480580253,0.8512455117,0.8135974114,44,0.8698561603,979.0925155,"Index(['minZ', 'sdX2', 'minZ2', 'corXZ2'], dtype='object')"
,13,OriginalRUN,knn,0.9508656996,0.877300585,0.8484517274,31,0.8701724671,382.9056246,"Index(['meanZ', 'minX', 'meanZ2', 'sdX2'], dtype='object')"
,13,OriginalRUN,svm,0.956481048,0.8811452946,0.858188275,20,0.871997562,1033.190859,"Index(['meanZ', 'sdX2', 'sdY2', 'maxZ2', 'corXZ2'], dtype='object')"
,14,OriginalRUN,knn,0.9396350023,0.8283180231,0.7934177451,16,0.8688853893,369.0317008,"Index(['meanX2', 'maxX2', 'meanMagnitude2'], dtype='object')"
,14,OriginalRUN,svm,0.9513336453,0.8627320576,0.8349052186,14,0.8718740202,1014.231485,"Index(['maxX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,15,OriginalRUN,knn,0.9522695367,0.8722510466,0.8604197741,17,0.8717007905,380.8814158,"Index(['meanX', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,15,OriginalRUN,svm,0.9255966308,0.76127984,0.7350369197,13,0.8707248708,1190.153678,"Index(['maxY2', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,16,OriginalRUN,knn,0.939167057,0.8318336451,0.7970464764,9,0.8712191618,382.0628705,"Index(['auc', 'meanX2', 'maxX2'], dtype='object')"
,16,OriginalRUN,svm,0.9522695367,0.8637981782,0.8337077013,19,0.871179919,1041.627831,"Index(['meanX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,17,OriginalRUN,knn,0.918577445,0.7406990519,0.7227025976,12,0.8714596192,362.8435831,"Index(['minX2', 'corXZ2'], dtype='object')"
,17,OriginalRUN,svm,0.9471221338,0.8480735138,0.8142138627,15,0.8719018079,1037.356976,"Index(['meanZ', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,18,OriginalRUN,knn,0.918577445,0.7406990519,0.7227025976,17,0.8714596192,370.6572607,"Index(['minX2', 'corXZ2'], dtype='object')"
,18,OriginalRUN,svm,0.9536733739,0.869536329,0.8441000634,39,0.8710407586,1014.039652,"Index(['maxZ', 'sdMagnitude', 'sdY2', 'minX2', 'corXZ2'], dtype='object')"
,19,OriginalRUN,knn,0.945250351,0.867074982,0.8221415724,8,0.869614373,377.4758325,"Index(['maxZ', 'maxX2', 'maxZ2'], dtype='object')"
,19,OriginalRUN,svm,0.9480580253,0.8546919121,0.8065144,36,0.8707430265,1154.633307,"Index(['maxX', 'minX2', 'corXZ2'], dtype='object')"
,20,OriginalRUN,knn,0.933551708,0.8156099278,0.7809081875,9,0.8677545927,364.4071045,"Index(['maxX2', 'meanMagnitude2'], dtype='object')"
,20,OriginalRUN,svm,0.9494618624,0.845231285,0.8102652278,11,0.8733095457,1133.906674,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,21,OriginalRUN,knn,0.9522695367,0.873249964,0.85414786,13,0.8716517186,381.0495775,"Index(['meanX', 'maxX2', 'minX2', 'corXZ2'], dtype='object')"
,21,OriginalRUN,svm,0.9569489939,0.8831166973,0.859809685,11,0.8718016686,965.7528679,"Index(['maxX', 'sdX2', 'sdY2', 'maxZ2', 'corXZ2'], dtype='object')"
,22,OriginalRUN,knn,0.9401029481,0.8301274357,0.8131515327,45,0.8698017674,366.4490309,"Index(['sdX', 'meanMagnitude', 'sdX2', 'minX2'], dtype='object')"
,22,OriginalRUN,svm,0.9494618624,0.845231285,0.8102652278,15,0.8733095457,1157.844497,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,23,OriginalRUN,knn,0.9471221338,0.8569722425,0.8337221786,27,0.870829149,371.8039904,"Index(['meanMagnitude', 'meanX2', 'sdX2'], dtype='object')"
,23,OriginalRUN,svm,0.9532054282,0.8674427404,0.8319999438,13,0.8712467277,1125.870231,"Index(['maxX', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,24,OriginalRUN,knn,0.948525971,0.8592905559,0.8311001179,15,0.8722817702,394.2578957,"Index(['minZ', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,24,OriginalRUN,svm,0.9513336453,0.8627320576,0.8349052186,40,0.8718740202,1064.681076,"Index(['maxX', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,25,OriginalRUN,knn,0.9513336453,0.8752622192,0.8433128195,13,0.870920789,373.5208673,"Index(['maxZ', 'meanZ2', 'sdX2'], dtype='object')"
,25,OriginalRUN,svm,0.9499298081,0.8566431233,0.8308397494,14,0.871785927,1052.157207,"Index(['maxZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,26,OriginalRUN,knn,0.9522695367,0.873249964,0.85414786,28,0.8716517186,382.7039833,"Index(['meanX', 'maxX2', 'minX2', 'corXZ2'], dtype='object')"
,26,OriginalRUN,svm,0.956481048,0.8805605035,0.854048022,15,0.8720139193,1048.649214,"Index(['maxZ', 'meanZ2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,27,OriginalRUN,knn,0.918577445,0.7406990519,0.7227025976,13,0.8714596192,367.9277725,"Index(['minX2', 'corXZ2'], dtype='object')"
,27,OriginalRUN,svm,0.9255966308,0.7373402355,0.700370287,10,0.8671227179,1164.0804,"Index(['sdX2', 'maxY2', 'minZ2', 'corXY2'], dtype='object')"
,28,OriginalRUN,knn,0.9424426766,0.8433966568,0.8131186994,31,0.8683353506,368.3546858,"Index(['meanZ2', 'maxX2', 'meanMagnitude2'], dtype='object')"
,28,OriginalRUN,svm,0.9494618624,0.845231285,0.8102652278,17,0.8733095457,1196.251864,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,29,OriginalRUN,knn,0.9513336453,0.8752622192,0.8433128195,12,0.870920789,368.7504377,"Index(['maxZ', 'meanZ2', 'sdX2'], dtype='object')"
,29,OriginalRUN,svm,0.940570894,0.7611076772,0.7818369129,29,0.8663868366,1432.75716,"Index(['meanZ', 'corYZ', 'maxX2', 'auc2'], dtype='object')"
,30,OriginalRUN,knn,0.9466541881,0.8496032983,0.8258725253,35,0.8700575719,370.2523761,"Index(['minY', 'minZ', 'meanZ2', 'sdX2'], dtype='object')"
,30,OriginalRUN,svm,0.9513336453,0.8603372157,0.8218395857,14,0.8720963218,1117.928677,"Index(['minZ', 'sdX2', 'maxZ2', 'corXZ2'], dtype='object')"
,1,OriginalWOA,knn,0.949461862,0.856248929,0.831793699,9,0.870722112,242.1776004,"Index(['maxX', 'meanZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,1,OriginalWOA,svm,0.919513336,0.737285763,0.709639267,14,0.870863612,745.7152588,"Index(['meanX2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,2,OriginalWOA,knn,0.918577445,0.75534527,0.736820658,18,0.863954945,263.6303017,"Index(['minX2', 'minZ2', 'corXY2'], dtype='object')"
,2,OriginalWOA,svm,0.925596631,0.737340236,0.700370287,12,0.867122718,843.0584798,"Index(['sdX2', 'maxY2', 'minZ2', 'corXY2'], dtype='object')"
,3,OriginalWOA,knn,0.939167057,0.831833645,0.797046476,15,0.871219162,247.0983493,"Index(['meanMagnitude', 'meanX2', 'maxX2'], dtype='object')"
,3,OriginalWOA,svm,0.948058025,0.859028627,0.795430566,6,0.866483823,652.3531137,"Index(['maxX', 'sdZ2', 'maxX2'], dtype='object')"
,4,OriginalWOA,knn,0.943378568,0.852697052,0.828039525,17,0.867866113,244.7986441,"Index(['meanZ', 'maxX2', 'sdMagnitude2'], dtype='object')"
,4,OriginalWOA,svm,0.956481048,0.881145295,0.858188275,6,0.871997562,651.9221513,"Index(['meanZ', 'sdX2', 'sdY2', 'maxZ2', 'corXZ2'], dtype='object')"
,5,OriginalWOA,knn,0.951333645,0.875262219,0.84331282,9,0.870920789,248.0218973,"Index(['maxZ', 'meanZ2', 'sdX2'], dtype='object')"
,5,OriginalWOA,svm,0.932147871,0.791710336,0.765778409,11,0.871240224,698.1176736,"Index(['sdX2', 'maxY2', 'minX2', 'corXZ2'], dtype='object')"
,6,OriginalWOA,knn,0.947122134,0.856972242,0.833722179,5,0.870829149,242.6224086,"Index(['auc', 'meanX2', 'sdX2'], dtype='object')"
,6,OriginalWOA,svm,0.918109499,0.718961295,0.690239644,8,0.867461885,780.3182924,"Index(['meanMagnitude', 'sdX2', 'maxX2', 'corXY2'], dtype='object')"
,7,OriginalWOA,knn,0.94759008,0.861429331,0.829322508,10,0.864894972,240.6735785,"Index(['meanZ', 'sdMagnitude', 'maxY2', 'minZ2'], dtype='object')"
,7,OriginalWOA,svm,0.954609265,0.873750076,0.843773164,16,0.871165705,653.996314,"Index(['meanZ', 'sdY2', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,8,OriginalWOA,knn,0.942442677,0.853270434,0.827290707,8,0.86496555,230.0885928,"Index(['minZ', 'minX2', 'sdMagnitude2'], dtype='object')"
,8,OriginalWOA,svm,0.9508657,0.856046581,0.823000698,7,0.869342975,644.9683528,"Index(['minX', 'sdX2', 'minZ2', 'corXZ2'], dtype='object')"
,9,OriginalWOA,knn,0.953673374,0.874879144,0.851822631,15,0.871773512,235.596096,"Index(['meanX', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,9,OriginalWOA,svm,0.918109499,0.718961295,0.690239644,8,0.867461885,787.6805747,"Index(['auc', 'sdX2', 'maxX2', 'corXY2'], dtype='object')"
,10,OriginalWOA,knn,0.952737482,0.887657663,0.851018575,10,0.8686134,234.5897076,"Index(['minX', 'sdY2', 'minX2', 'minY2'], dtype='object')"
,10,OriginalWOA,svm,0.947122134,0.774927975,0.789664628,10,0.867419736,768.5530457,"Index(['maxX', 'meanX2', 'maxX2'], dtype='object')"
,11,OriginalWOA,knn,0.939167057,0.84479727,0.827465634,8,0.866025991,243.1166728,"Index(['meanZ', 'minY', 'meanZ2', 'sdMagnitude2'], dtype='object')"
,11,OriginalWOA,svm,0.952269537,0.865955773,0.832942341,14,0.869066058,639.283133,"Index(['maxX', 'meanX2', 'sdY2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,12,OriginalWOA,knn,0.942910622,0.832404432,0.809207434,12,0.870319092,232.4053819,"Index(['meanY', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,12,OriginalWOA,svm,0.926532522,0.760572491,0.736223449,9,0.868420463,810.1885808,"Index(['meanX2', 'maxY2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,13,OriginalWOA,knn,0.918577445,0.740699052,0.722702598,9,0.871459619,225.3875213,"Index(['minX2', 'corXZ2'], dtype='object')"
,13,OriginalWOA,svm,0.949461862,0.845231285,0.810265228,7,0.873309546,791.1372142,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,14,OriginalWOA,knn,0.945250351,0.854154329,0.827312579,20,0.870067648,231.2022929,"Index(['meanMagnitude', 'meanZ2', 'sdX2'], dtype='object')"
,14,OriginalWOA,svm,0.925596631,0.773754612,0.746388989,7,0.868294137,761.2077661,"Index(['sdMagnitude', 'meanY2', 'maxX2', 'corXZ2'], dtype='object')"
,15,OriginalWOA,knn,0.932615817,0.794827439,0.765354052,9,0.868650475,236.2378542,"Index(['sdX', 'maxX2', 'sdMagnitude2'], dtype='object')"
,15,OriginalWOA,svm,0.953205428,0.86744274,0.831999944,9,0.871246728,713.0625226,"Index(['maxX', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,16,OriginalWOA,knn,0.9508656996,0.877300585,0.8484517274,6,0.8701724671,240.1721671,"Index(['meanZ', 'minX', 'meanZ2', 'sdX2'], dtype='object')"
,16,OriginalWOA,svm,0.9190453907,0.7386537997,0.7046989711,8,0.8689521733,718.7361679,"Index(['meanX2', 'sdY2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,17,OriginalWOA,knn,0.9251286851,0.766291792,0.7479024198,7,0.8688191966,225.7125394,"Index(['sdX2', 'minX2'], dtype='object')"
,17,OriginalWOA,svm,0.951801591,0.8643252942,0.832793421,23,0.8716576309,623.0599396,"Index(['maxX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,18,OriginalWOA,knn,0.9457182967,0.859708066,0.8422557734,5,0.869250768,228.8560522,"Index(['maxZ', 'meanX2', 'sdX2'], dtype='object')"
,18,OriginalWOA,svm,0.9471221338,0.8480735138,0.8142138627,8,0.8719018079,640.5991473,"Index(['meanZ', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,19,OriginalWOA,knn,0.9475900796,0.8489730832,0.8199202883,19,0.8674151785,230.2886968,"Index(['minX', 'sdX2', 'minZ2', 'corXY2'], dtype='object')"
,19,OriginalWOA,svm,0.9255966308,0.7646185536,0.7309712679,11,0.8673264944,684.693465,"Index(['sdZ', 'maxX2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,20,OriginalWOA,knn,0.918577445,0.7406990519,0.7227025976,4,0.8714596192,217.7808499,"Index(['minX2', 'corXZ2'], dtype='object')"
,20,OriginalWOA,svm,0.9508656996,0.8594435017,0.8204848595,13,0.8700311637,791.4222705,"Index(['meanZ', 'meanZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,21,OriginalWOA,knn,0.9522695367,0.8757200453,0.858892047,11,0.8686778437,233.4697192,"Index(['minX', 'meanZ2', 'sdX2', 'auc2'], dtype='object')"
,21,OriginalWOA,svm,0.9536733739,0.8716845613,0.8384207786,6,0.8701807443,646.7255192,"Index(['meanX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,22,OriginalWOA,knn,0.939167057,0.8318336451,0.7970464764,7,0.8712191618,224.8516243,"Index(['auc', 'meanX2', 'maxX2'], dtype='object')"
,22,OriginalWOA,svm,0.9494618624,0.845231285,0.8102652278,12,0.8733095457,789.1875882,"Index(['minX', 'minX2', 'corXZ2'], dtype='object')"
,23,OriginalWOA,knn,0.918577445,0.7406990519,0.7227025976,7,0.8714596192,222.7651596,"Index(['minX2', 'corXZ2'], dtype='object')"
,23,OriginalWOA,svm,0.9499298081,0.8615985613,0.8169640511,8,0.87127215,779.4497788,"Index(['minZ', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,24,OriginalWOA,knn,0.9546092653,0.8884658717,0.8740934131,9,0.8688451611,230.633991,"Index(['minX', 'sdX2', 'maxX2', 'sdMagnitude2'], dtype='object')"
,24,OriginalWOA,svm,0.9532054282,0.8674319884,0.8324403895,15,0.8703675722,703.3836155,"Index(['minX', 'meanX2', 'sdX2', 'corXZ2'], dtype='object')"
,25,OriginalWOA,knn,0.9471221338,0.8569722425,0.8337221786,10,0.870829149,224.7069609,"Index(['auc', 'meanX2', 'sdX2'], dtype='object')"
,25,OriginalWOA,svm,0.9527374825,0.8705511389,0.8390372299,18,0.871408527,763.6326168,"Index(['maxZ', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,26,OriginalWOA,knn,0.9475900796,0.8648769338,0.8381185719,29,0.8696250151,231.8999031,"Index(['meanMagnitude', 'sdX2', 'minX2'], dtype='object')"
,26,OriginalWOA,svm,0.9438465138,0.8542082606,0.7930800764,7,0.8656874391,689.1128597,"Index(['meanZ', 'sdX2', 'maxX2'], dtype='object')"
,27,OriginalWOA,knn,0.9489939167,0.8703373243,0.8370263011,12,0.8694293187,227.3858163,"Index(['meanZ', 'meanZ2', 'sdX2'], dtype='object')"
,27,OriginalWOA,svm,0.9255966308,0.76127984,0.7350369197,9,0.8707248708,775.3527489,"Index(['maxY2', 'maxZ2', 'corXZ2', 'sdMagnitude2'], dtype='object')"
,28,OriginalWOA,knn,0.9475900796,0.8648769338,0.8381185719,9,0.8696250151,222.4673445,"Index(['auc', 'sdX2', 'minX2'], dtype='object')"
,28,OriginalWOA,svm,0.9415067852,0.8291453227,0.7794448943,5,0.8657879478,682.2337143,"Index(['meanZ', 'maxX2', 'minX2'], dtype='object')"
,29,OriginalWOA,knn,0.9546092653,0.8884658717,0.8740934131,16,0.8688451611,231.0318713,"Index(['minX', 'sdX2', 'maxX2', 'sdMagnitude2'], dtype='object')"
,29,OriginalWOA,svm,0.940570894,0.7629110313,0.7814527361,10,0.8662593781,789.4913754,"Index(['maxX', 'maxX2'], dtype='object')"
,30,OriginalWOA,knn,0.9461862424,0.8577589246,0.8426598138,11,0.8681274355,228.6103759,"Index(['meanZ', 'sdX2', 'minZ2'], dtype='object')"
,30,OriginalWOA,svm,0.9195133365,0.737285763,0.7096392665,9,0.8708636122,689.2630632,"Index(['meanX2', 'sdX2', 'sdY2', 'corXZ2'], dtype='object')"
,1,PPSO,knn,0.9536733739,0.8748791437,0.8518226307,6,0.8717735115,210.8848763,"Index(['meanX', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,1,PPSO,svm,0.9457182967,0.8415119321,0.7971654092,21,0.8671465889,831.721014,"Index(['maxX', 'maxX2', 'corXZ2'], dtype='object')"
,2,PPSO,knn,0.918577445,0.7406990519,0.7227025976,6,0.8714596192,192.7259877,"Index(['minX2', 'corXZ2'], dtype='object')"
,2,PPSO,svm,0.9499298081,0.8566431233,0.8308397494,6,0.871785927,607.3551629,"Index(['maxZ', 'sdX2', 'minX2', 'corXZ2'], dtype='object')"
,3,PPSO,knn,0.9508656996,0.8692568235,0.8613757083,7,0.8712707709,205.1043501,"Index(['maxX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
,3,PPSO,svm,0.9489939167,0.8561587644,0.8223686225,10,0.8706880176,653.7626598,"Index(['meanZ', 'sdX2', 'minZ2', 'corXZ2'], dtype='object')"
,4,PPSO,knn,0.9489939167,0.869470861,0.8308126174,9,0.8658454444,214.4483149,"Index(['minZ', 'sdY2', 'maxZ2', 'minZ2', 'corXY2'], dtype='object')"
,4,PPSO,svm,0.9344875994,0.798455194,0.7741069195,13,0.8708551379,706.7139144,"Index(['sdMagnitude', 'maxY2', 'minX2', 'corXZ2'], dtype='object')"
,5,PPSO,knn,0.9461862424,0.8626435398,0.8239919704,11,0.869116756,197.5852211,"Index(['auc', 'meanZ2', 'maxX2'], dtype='object')"
,5,PPSO,svm,0.9415067852,0.8420646364,0.8056494708,7,0.8640510685,775.1391771,"Index(['maxZ', 'sdMagnitude', 'maxY2', 'corXZ2', 'meanMagnitude2'], dtype='object')"
,6,PPSO,knn,0.9340196537,0.8105708094,0.7906549261,9,0.8660849164,200.8011589,"Index(['meanY2', 'sdY2', 'minZ2', 'sdMagnitude2'], dtype='object')"
,6,PPSO,svm,0.9167056621,0.7192307389,0.6923404209,11,0.8665679493,642.2135637,"Index(['sdX', 'sdZ2', 'maxX2', 'corXZ2'], dtype='object')"
,7,PPSO,knn,0.9401029481,0.8394102343,0.8098695641,7,0.865782602,195.7592738,"Index(['auc', 'sdY2', 'minX2', 'sdMagnitude2'], dtype='object')"
,7,PPSO,svm,0.9527374825,0.8705511389,0.8390372299,8,0.871408527,763.4170029,"Index(['maxZ', 'meanZ2', 'sdX2', 'corXZ2'], dtype='object')"
,8,PPSO,knn,0.918577445,0.7406990519,0.7227025976,7,0.8714596192,187.1136935,"Index(['minX2', 'corXZ2'], dtype='object')"
,8,PPSO,svm,0.9536733739,0.8716845613,0.8384207786,7,0.8701807443,580.2973239,"Index(['meanX', 'sdX2', 'maxX2', 'corXZ2'], dtype='object')"
